datetime,student,task
2019-10-08 20:54,Степан,Самостоятельная работа №2. Установка Anaconda
2019-10-08 20:55,Степан,Лабораторная работа №2. Линейная алгебра и библиотека numpy
2019-10-08 20:56,Степан,Лабораторная работа №3 (часть 1)
2019-10-08 20:56,Степан,Лабораторная работа №3 (часть 2)
2019-10-09 15:12,Кирилл,Лабораторная работа №3 (часть 1)
2019-10-09 15:12,Кирилл,Лабораторная работа №3 (часть 2)
2019-10-09 15:21,Кирилл,Лабораторная работа №3 (часть 1)
2019-10-09 15:21,Кирилл,Лабораторная работа №3 (часть 2)
2019-10-09 15:21,Степан,Лабораторная работа №3 (часть 1)
2019-10-09 15:21,Степан,Лабораторная работа №3 (часть 2)
2019-10-09 15:23,Юлия,Лабораторная работа №3 (часть 1)
2019-10-09 15:25,Кирилл,Лабораторная работа №3 (часть 2)
2019-10-09 15:26,Кирилл,Лабораторная работа №3 (часть 2)
2019-10-09 15:26,Кирилл,Лабораторная работа №3 (часть 1)
2019-10-09 15:26,Степан,Лабораторная работа №3 (часть 1)
2019-10-09 15:27,Олег,Лабораторная работа №3 (часть 1)
2019-10-09 15:49,Олег,Лабораторная работа №3 (часть 2)
2019-10-09 15:51,Кирилл,Лабораторная работа №3 (часть 1)
2019-10-09 15:51,Кирилл,Лабораторная работа №3 (часть 1)
2019-10-09 15:51,Кирилл,Лабораторная работа №3 (часть 1)
2019-10-09 15:51,Кирилл,Лабораторная работа №3 (часть 1)
2019-10-09 15:51,Кирилл,Лабораторная работа №3 (часть 1)
2019-10-09 15:51,Кирилл,Лабораторная работа №3 (часть 1)
2019-10-09 15:56,Олег,Лабораторная работа №3 (часть 1)
2019-10-09 15:56,Степан,Лабораторная работа №3 (часть 1)
2019-10-09 15:56,Степан,Лабораторная работа №3 (часть 1)
2019-10-09 15:56,Степан,Лабораторная работа №3 (часть 1)
2019-10-09 15:56,Степан,Лабораторная работа №3 (часть 1)
2019-10-09 15:56,Степан,Лабораторная работа №3 (часть 1)
2019-10-09 15:56,Олег,Лабораторная работа №3 (часть 1)
2019-10-09 15:56,Степан,Лабораторная работа №3 (часть 1)
2019-10-09 15:57,Олег,Лабораторная работа №3 (часть 1)
2019-10-09 15:57,Олег,Лабораторная работа №3 (часть 1)
2019-10-09 15:57,Олег,Лабораторная работа №3 (часть 1)
2019-10-09 15:57,Олег,Лабораторная работа №3 (часть 1)
2019-10-09 16:02,Максим,Лабораторная работа №3 (часть 2)
2019-10-09 16:03,Светлана,Лабораторная работа №3 (часть 2)
2019-10-09 16:03,Светлана,Лабораторная работа №3 (часть 1)
2019-10-09 16:08,Светлана,Лабораторная работа №3 (часть 2)
2019-10-09 16:10,Юлия,Лабораторная работа №3 (часть 2)
2019-10-09 16:28,Олег,Лабораторная работа №3 (часть 1)
2019-10-09 17:11,Олег,Лабораторная работа №3 (часть 2)
2019-10-09 17:11,Олег,Лабораторная работа №3 (часть 1)
2019-10-09 17:41,Юлия,Лабораторная работа №3 (часть 2)
2019-10-09 17:41,Юлия,Лабораторная работа №3 (часть 1)
2019-10-09 17:46,Юлия,Лабораторная работа №3 (часть 1)
2019-10-09 17:47,Юлия,Лабораторная работа №3 (часть 1)
2019-10-09 17:47,Юлия,Лабораторная работа №3 (часть 1)
2019-10-09 17:47,Юлия,Лабораторная работа №3 (часть 1)
2019-10-09 17:47,Юлия,Лабораторная работа №3 (часть 1)
2019-10-09 17:47,Юлия,Лабораторная работа №3 (часть 2)
2019-10-09 17:55,Светлана,Лабораторная работа №3 (часть 2)
2019-10-09 17:55,Кирилл,Лабораторная работа №3 (часть 2)
2019-10-09 17:55,Кирилл,Лабораторная работа №3 (часть 2)
2019-10-09 17:56,Юлия,Лабораторная работа №3 (часть 2)
2019-10-09 17:56,Юлия,Лабораторная работа №3 (часть 2)
2019-10-09 17:56,Юлия,Лабораторная работа №3 (часть 2)
2019-10-09 17:56,Светлана,Лабораторная работа №3 (часть 2)
2019-10-09 17:56,Юлия,Лабораторная работа №3 (часть 2)
2019-10-09 17:56,Кирилл,Лабораторная работа №3 (часть 2)
2019-10-09 17:56,Кирилл,Лабораторная работа №3 (часть 2)
2019-10-09 17:56,Кирилл,Лабораторная работа №3 (часть 2)
2019-10-09 17:56,Юлия,Лабораторная работа №3 (часть 2)
2019-10-09 17:56,Кирилл,Лабораторная работа №3 (часть 2)
2019-10-09 17:57,Светлана,Лабораторная работа №3 (часть 2)
2019-10-09 17:57,Светлана,Лабораторная работа №3 (часть 2)
2019-10-09 17:57,Светлана,Лабораторная работа №3 (часть 2)
2019-10-09 17:57,Светлана,Лабораторная работа №3 (часть 2)
2019-10-09 18:00,Олег,Лабораторная работа №3 (часть 2)
2019-10-09 18:00,Олег,Лабораторная работа №3 (часть 2)
2019-10-09 18:00,Олег,Лабораторная работа №3 (часть 2)
2019-10-09 18:00,Степан,Лабораторная работа №3 (часть 2)
2019-10-09 18:00,Олег,Лабораторная работа №3 (часть 2)
2019-10-09 18:00,Олег,Лабораторная работа №3 (часть 2)
2019-10-09 18:01,Максим,Лабораторная работа №3 (часть 1)
2019-10-09 18:01,Максим,Лабораторная работа №3 (часть 1)
2019-10-09 18:01,Максим,Лабораторная работа №3 (часть 1)
2019-10-09 18:01,Максим,Лабораторная работа №3 (часть 1)
2019-10-09 18:01,Максим,Лабораторная работа №3 (часть 1)
2019-10-09 18:01,Максим,Лабораторная работа №3 (часть 1)
2019-10-09 18:01,Максим,Лабораторная работа №3 (часть 2)
2019-10-09 18:01,Степан,Лабораторная работа №3 (часть 2)
2019-10-09 18:01,Максим,Лабораторная работа №3 (часть 2)
2019-10-09 18:01,Максим,Лабораторная работа №3 (часть 2)
2019-10-09 18:01,Степан,Лабораторная работа №3 (часть 2)
2019-10-09 18:01,Степан,Лабораторная работа №3 (часть 2)
2019-10-09 18:01,Степан,Лабораторная работа №3 (часть 2)
2019-10-09 18:01,Максим,Лабораторная работа №3 (часть 2)
2019-10-09 18:01,Максим,Лабораторная работа №3 (часть 2)
2019-10-09 18:02,Екатерина,Лабораторная работа №3 (часть 2)
2019-10-09 18:02,Екатерина,Лабораторная работа №3 (часть 2)
2019-10-09 18:02,Екатерина,Лабораторная работа №3 (часть 2)
2019-10-09 18:02,Екатерина,Лабораторная работа №3 (часть 2)
2019-10-09 18:02,Екатерина,Лабораторная работа №3 (часть 2)
2019-10-09 18:02,Екатерина,Лабораторная работа №3 (часть 1)
2019-10-09 18:02,Екатерина,Лабораторная работа №3 (часть 1)
2019-10-09 18:02,Екатерина,Лабораторная работа №3 (часть 1)
2019-10-09 18:02,Екатерина,Лабораторная работа №3 (часть 1)
2019-10-09 18:02,Екатерина,Лабораторная работа №3 (часть 1)
2019-10-09 18:02,Екатерина,Лабораторная работа №3 (часть 1)
2019-10-09 18:02,Екатерина,Лабораторная работа №3 (часть 2)
2019-10-09 18:03,Дмитрий,Лабораторная работа №3 (часть 2)
2019-10-09 18:03,Дмитрий,Лабораторная работа №3 (часть 2)
2019-10-09 18:03,Дмитрий,Лабораторная работа №3 (часть 2)
2019-10-09 18:03,Дмитрий,Лабораторная работа №3 (часть 2)
2019-10-09 18:03,Дмитрий,Лабораторная работа №3 (часть 2)
2019-10-09 18:03,Дмитрий,Лабораторная работа №3 (часть 2)
2019-10-09 18:03,Дмитрий,Лабораторная работа №3 (часть 1)
2019-10-09 18:03,Дмитрий,Лабораторная работа №3 (часть 1)
2019-10-09 18:03,Дмитрий,Лабораторная работа №3 (часть 1)
2019-10-09 18:03,Дмитрий,Лабораторная работа №3 (часть 1)
2019-10-09 18:03,Дмитрий,Лабораторная работа №3 (часть 1)
2019-10-09 18:03,Дмитрий,Лабораторная работа №3 (часть 1)
2019-10-09 18:03,Дмитрий,Лабораторная работа №3 (часть 2)
2019-10-09 18:04,Дмитрий,Лабораторная работа №3 (часть 2)
2019-10-09 18:41,Надежда,Лабораторная работа №3 (часть 1)
2019-10-09 18:42,Надежда,Лабораторная работа №3 (часть 2)
2019-10-09 18:42,Надежда,Лабораторная работа №3 (часть 2)
2019-10-09 18:42,Надежда,Лабораторная работа №3 (часть 2)
2019-10-09 18:42,Надежда,Лабораторная работа №3 (часть 2)
2019-10-09 18:42,Надежда,Лабораторная работа №3 (часть 2)
2019-10-09 18:42,Надежда,Лабораторная работа №3 (часть 1)
2019-10-09 18:42,Надежда,Лабораторная работа №3 (часть 1)
2019-10-09 18:42,Надежда,Лабораторная работа №3 (часть 1)
2019-10-09 18:42,Надежда,Лабораторная работа №3 (часть 1)
2019-10-09 18:42,Надежда,Лабораторная работа №3 (часть 1)
2019-10-09 18:42,Надежда,Лабораторная работа №3 (часть 2)
2019-10-09 20:27,Екатерина,Лабораторная работа №3 (часть 1)
2019-10-09 20:27,Екатерина,Лабораторная работа №3 (часть 2)
2019-10-09 22:03,Светлана,Лабораторная работа №3 (часть 1)
2019-10-09 22:03,Светлана,Лабораторная работа №3 (часть 1)
2019-10-10 18:07,Светлана,Лабораторная работа №3 (часть 1)
2019-10-10 18:07,Светлана,Лабораторная работа №3 (часть 1)
2019-10-10 18:07,Светлана,Лабораторная работа №3 (часть 1)
2019-10-10 18:07,Светлана,Лабораторная работа №3 (часть 1)
2019-10-10 18:07,Светлана,Лабораторная работа №3 (часть 1)
2019-10-10 18:07,Светлана,Лабораторная работа №3 (часть 1)
2019-10-11 20:46,Кирилл,Лабораторная работа №1. Python
2019-10-11 20:46,Кирилл,Самостоятельная работа №1. Задачи анализа данных и типы данных
2019-10-14 16:11,Максим,Лабораторная работа №3 (часть 1)
2019-10-15 09:27,Дмитрий,Лабораторная работа №3 (часть 1)
2019-10-15 09:28,Дмитрий,Лабораторная работа №3 (часть 2)
2019-10-17 11:04,Екатерина,Лабораторная работа №3 (часть 2)
2019-10-17 11:04,Екатерина,Самостоятельная работа №1. Задачи анализа данных и типы данных
2019-10-17 11:04,Екатерина,Лабораторная работа №3 (часть 2)
2019-10-18 17:49,Екатерина,Лабораторная работа №4. Регрессия
2019-10-18 17:49,Екатерина,Лабораторная работа №4. Регрессия
2019-10-18 17:50,Екатерина,Лабораторная работа №3 (часть 2)
2019-10-21 18:30,Кирилл,Лабораторная работа №4. Регрессия
2019-10-23 15:15,Максим,Лабораторная работа №3 (часть 1)
2019-10-23 15:15,Максим,Лабораторная работа №4. Регрессия
2019-10-23 15:18,Светлана,Лабораторная работа №3 (часть 1)
2019-10-23 15:18,Светлана,Лабораторная работа №4. Регрессия
2019-10-23 15:18,Юлия,Лабораторная работа №4. Регрессия
2019-10-23 15:18,Кирилл,Лабораторная работа №4. Регрессия
2019-10-23 15:18,Степан,Лабораторная работа №4. Регрессия
2019-10-23 15:19,Степан,Лабораторная работа №4. Регрессия
2019-10-23 15:19,Максим,Лабораторная работа №4. Регрессия
2019-10-23 15:22,Олег,Лабораторная работа №4. Регрессия
2019-10-23 15:55,Максим,Лабораторная работа №4. Регрессия
2019-10-23 17:36,Кирилл,Лабораторная работа №1. Python
2019-10-23 17:37,Кирилл,Лабораторная работа №2. Линейная алгебра и библиотека numpy
2019-10-23 18:14,Кирилл,Лабораторная работа №4. Регрессия
2019-10-23 18:17,Юлия,Лабораторная работа №4. Регрессия
2019-10-23 18:18,Максим,Лабораторная работа №4. Регрессия
2019-10-23 18:18,Юлия,Лабораторная работа №4. Регрессия
2019-10-23 18:18,Юлия,Лабораторная работа №4. Регрессия
2019-10-23 18:18,Юлия,Лабораторная работа №4. Регрессия
2019-10-23 18:18,Кирилл,Лабораторная работа №4. Регрессия
2019-10-23 18:18,Кирилл,Лабораторная работа №4. Регрессия
2019-10-23 18:18,Юлия,Лабораторная работа №4. Регрессия
2019-10-23 18:18,Кирилл,Лабораторная работа №4. Регрессия
2019-10-23 18:18,Кирилл,Лабораторная работа №4. Регрессия
2019-10-23 18:19,Светлана,Лабораторная работа №4. Регрессия
2019-10-23 18:20,Степан,Лабораторная работа №4. Регрессия
2019-10-23 18:20,Олег,Лабораторная работа №4. Регрессия
2019-10-23 18:20,Светлана,Лабораторная работа №4. Регрессия
2019-10-23 18:20,Светлана,Лабораторная работа №4. Регрессия
2019-10-23 18:20,Светлана,Лабораторная работа №4. Регрессия
2019-10-23 18:20,Светлана,Лабораторная работа №4. Регрессия
2019-10-23 18:21,Светлана,Лабораторная работа №4. Регрессия
2019-10-23 18:21,Степан,Лабораторная работа №4. Регрессия
2019-10-23 18:21,Степан,Лабораторная работа №4. Регрессия
2019-10-23 18:21,Степан,Лабораторная работа №4. Регрессия
2019-10-23 18:21,Степан,Лабораторная работа №4. Регрессия
2019-10-23 18:21,Максим,Лабораторная работа №4. Регрессия
2019-10-23 18:21,Степан,Лабораторная работа №4. Регрессия
2019-10-23 18:21,Олег,Лабораторная работа №4. Регрессия
2019-10-23 18:21,Олег,Лабораторная работа №4. Регрессия
2019-10-23 18:21,Олег,Лабораторная работа №4. Регрессия
2019-10-23 18:21,Максим,Лабораторная работа №4. Регрессия
2019-10-23 18:21,Максим,Лабораторная работа №4. Регрессия
2019-10-23 18:21,Максим,Лабораторная работа №4. Регрессия
2019-10-23 18:21,Максим,Лабораторная работа №4. Регрессия
2019-10-23 18:21,Олег,Лабораторная работа №4. Регрессия
2019-10-23 18:22,Екатерина,Лабораторная работа №4. Регрессия
2019-10-23 18:22,Екатерина,Лабораторная работа №4. Регрессия
2019-10-23 18:22,Екатерина,Лабораторная работа №4. Регрессия
2019-10-23 18:22,Екатерина,Лабораторная работа №4. Регрессия
2019-10-23 18:22,Екатерина,Лабораторная работа №4. Регрессия
2019-10-23 18:22,Екатерина,Лабораторная работа №4. Регрессия
2019-10-23 18:23,Дмитрий,Лабораторная работа №4. Регрессия
2019-10-23 18:23,Дмитрий,Лабораторная работа №4. Регрессия
2019-10-23 18:23,Дмитрий,Лабораторная работа №4. Регрессия
2019-10-23 18:23,Дмитрий,Лабораторная работа №4. Регрессия
2019-10-23 18:23,Дмитрий,Лабораторная работа №4. Регрессия
2019-10-23 18:23,Дмитрий,Лабораторная работа №4. Регрессия
2019-10-25 23:01,Степан,Самостоятельная работа №1. Задачи анализа данных и типы данных
2019-10-25 23:01,Степан,Лабораторная работа №2. Линейная алгебра и библиотека numpy
2019-10-25 23:01,Степан,Лабораторная работа №4. Регрессия
2019-11-05 22:44,Светлана,Лабораторная работа №4. Регрессия
2019-11-06 15:14,Светлана,Лабораторная работа №5 (часть 1)
2019-11-06 15:16,Юлия,Лабораторная работа №5 (часть 1)
2019-11-06 15:17,Юлия,Лабораторная работа №4. Регрессия
2019-11-06 15:17,Кирилл,Лабораторная работа №5 (часть 1)
2019-11-06 15:20,Степан,Лабораторная работа №4. Регрессия
2019-11-06 15:20,Степан,Лабораторная работа №5 (часть 1)
2019-11-06 15:23,Олег,Лабораторная работа №5 (часть 1)
2019-11-06 15:23,Степан,Тест 5. Классификация
2019-11-06 15:25,Максим,Лабораторная работа №5 (часть 1)
2019-11-06 15:26,Максим,Тест 5. Классификация
2019-11-06 15:27,Кирилл,Лабораторная работа №5 (часть 1)
2019-11-06 15:28,Светлана,Лабораторная работа №5 (часть 1)
2019-11-06 15:57,Кирилл,Тест 5. Классификация
2019-11-06 16:09,Светлана,Лабораторная работа №5 (часть 1)
2019-11-06 16:09,Светлана,Лабораторная работа №4. Регрессия
2019-11-06 16:09,Светлана,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Юлия,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Юлия,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Степан,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Юлия,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Юлия,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Кирилл,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Светлана,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Кирилл,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Светлана,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Кирилл,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Светлана,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Светлана,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Кирилл,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Степан,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Степан,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Степан,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Олег,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Олег,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Олег,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Олег,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Кирилл,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Кирилл,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Степан,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Степан,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Олег,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Юлия,Лабораторная работа №5 (часть 1)
2019-11-06 16:10,Степан,Лабораторная работа №5 (часть 1)
2019-11-06 16:11,Кирилл,Лабораторная работа №5 (часть 1)
2019-11-06 16:11,Кирилл,Лабораторная работа №5 (часть 2)
2019-11-06 16:11,Юлия,Лабораторная работа №5 (часть 2)
2019-11-06 16:11,Светлана,Лабораторная работа №5 (часть 2)
2019-11-06 16:11,Степан,Лабораторная работа №5 (часть 2)
2019-11-06 16:11,Олег,Лабораторная работа №5 (часть 2)
2019-11-06 16:11,Кирилл,Лабораторная работа №5 (часть 1)
2019-11-06 16:12,Максим,Лабораторная работа №5 (часть 2)
2019-11-06 16:15,Максим,Лабораторная работа №5 (часть 1)
2019-11-06 16:15,Максим,Лабораторная работа №5 (часть 1)
2019-11-06 16:28,Максим,Лабораторная работа №5 (часть 2)
2019-11-06 16:30,Степан,Лабораторная работа №5 (часть 2)
2019-11-06 16:38,Степан,Лабораторная работа №3 (часть 1)
2019-11-06 16:38,Кирилл,Лабораторная работа №4. Регрессия
2019-11-06 16:38,Степан,Лабораторная работа №2. Линейная алгебра и библиотека numpy
2019-11-06 17:08,Максим,Лабораторная работа №5 (часть 1)
2019-11-06 17:08,Максим,Лабораторная работа №5 (часть 1)
2019-11-06 17:36,Юлия,Лабораторная работа №5 (часть 2)
2019-11-06 17:36,Светлана,Лабораторная работа №5 (часть 2)
2019-11-06 17:37,Светлана,Лабораторная работа №5 (часть 1)
2019-11-06 17:37,Светлана,Лабораторная работа №5 (часть 2)
2019-11-06 17:37,Светлана,Лабораторная работа №5 (часть 2)
2019-11-06 17:37,Светлана,Лабораторная работа №5 (часть 2)
2019-11-06 17:37,Светлана,Лабораторная работа №5 (часть 2)
2019-11-06 17:37,Светлана,Лабораторная работа №5 (часть 2)
2019-11-06 17:40,Юлия,Лабораторная работа №5 (часть 2)
2019-11-06 17:40,Юлия,Лабораторная работа №5 (часть 2)
2019-11-06 17:40,Юлия,Лабораторная работа №5 (часть 2)
2019-11-06 17:40,Юлия,Лабораторная работа №5 (часть 2)
2019-11-06 17:40,Кирилл,Лабораторная работа №5 (часть 2)
2019-11-06 17:40,Кирилл,Лабораторная работа №5 (часть 2)
2019-11-06 17:41,Олег,Лабораторная работа №5 (часть 2)
2019-11-06 17:41,Олег,Лабораторная работа №5 (часть 2)
2019-11-06 17:41,Олег,Лабораторная работа №5 (часть 2)
2019-11-06 17:41,Максим,Лабораторная работа №5 (часть 1)
2019-11-06 17:41,Олег,Лабораторная работа №5 (часть 2)
2019-11-06 17:41,Кирилл,Лабораторная работа №5 (часть 2)
2019-11-06 17:41,Кирилл,Лабораторная работа №5 (часть 2)
2019-11-06 17:41,Кирилл,Лабораторная работа №5 (часть 2)
2019-11-06 17:41,Кирилл,Лабораторная работа №5 (часть 2)
2019-11-06 17:41,Олег,Лабораторная работа №5 (часть 2)
2019-11-06 17:42,Максим,Лабораторная работа №5 (часть 2)
2019-11-06 17:42,Максим,Лабораторная работа №5 (часть 2)
2019-11-06 17:42,Степан,Лабораторная работа №5 (часть 2)
2019-11-06 17:42,Степан,Лабораторная работа №5 (часть 2)
2019-11-06 17:42,Степан,Лабораторная работа №5 (часть 2)
2019-11-06 17:42,Максим,Лабораторная работа №5 (часть 1)
2019-11-06 17:42,Максим,Лабораторная работа №5 (часть 1)
2019-11-06 17:42,Максим,Лабораторная работа №5 (часть 1)
2019-11-06 17:42,Максим,Лабораторная работа №5 (часть 1)
2019-11-06 17:42,Степан,Лабораторная работа №5 (часть 2)
2019-11-06 17:42,Степан,Лабораторная работа №5 (часть 2)
2019-11-06 17:42,Степан,Лабораторная работа №5 (часть 2)
2019-11-06 17:43,Максим,Лабораторная работа №5 (часть 2)
2019-11-06 17:43,Максим,Лабораторная работа №5 (часть 2)
2019-11-06 17:43,Максим,Лабораторная работа №5 (часть 2)
2019-11-06 17:43,Максим,Лабораторная работа №5 (часть 2)
2019-11-07 00:12,Екатерина,Лабораторная работа №5 (часть 2)
2019-11-07 00:12,Екатерина,Лабораторная работа №5 (часть 2)
2019-11-07 00:12,Екатерина,Лабораторная работа №5 (часть 2)
2019-11-07 00:12,Екатерина,Лабораторная работа №5 (часть 2)
2019-11-07 00:12,Екатерина,Лабораторная работа №5 (часть 2)
2019-11-07 00:12,Екатерина,Лабораторная работа №5 (часть 2)
2019-11-07 00:12,Екатерина,Лабораторная работа №5 (часть 1)
2019-11-07 00:12,Екатерина,Лабораторная работа №5 (часть 1)
2019-11-07 00:12,Екатерина,Лабораторная работа №5 (часть 1)
2019-11-07 00:12,Екатерина,Лабораторная работа №5 (часть 1)
2019-11-07 00:12,Екатерина,Лабораторная работа №5 (часть 1)
2019-11-07 00:12,Екатерина,Лабораторная работа №5 (часть 1)
2019-11-07 00:15,Дмитрий,Лабораторная работа №5 (часть 2)
2019-11-07 00:15,Дмитрий,Лабораторная работа №5 (часть 2)
2019-11-07 00:15,Дмитрий,Лабораторная работа №5 (часть 2)
2019-11-07 00:15,Дмитрий,Лабораторная работа №5 (часть 2)
2019-11-07 00:15,Дмитрий,Лабораторная работа №5 (часть 2)
2019-11-07 00:15,Дмитрий,Лабораторная работа №5 (часть 1)
2019-11-07 00:15,Дмитрий,Лабораторная работа №5 (часть 1)
2019-11-07 00:15,Дмитрий,Лабораторная работа №5 (часть 1)
2019-11-07 00:15,Дмитрий,Лабораторная работа №5 (часть 2)
2019-11-07 00:15,Дмитрий,Лабораторная работа №5 (часть 1)
2019-11-07 00:15,Дмитрий,Лабораторная работа №5 (часть 1)
2019-11-07 00:15,Дмитрий,Лабораторная работа №5 (часть 1)
2019-11-07 08:02,Екатерина,Лабораторная работа №4. Регрессия
2019-11-07 22:40,Степан,Лабораторная работа №5 (часть 2)
2019-11-07 22:41,Степан,Лабораторная работа №4. Регрессия
2019-11-07 22:41,Степан,Лабораторная работа №3 (часть 2)
2019-11-11 22:47,Светлана,Лабораторная работа №5 (часть 1)
2019-11-11 22:51,Светлана,Самостоятельная работа №2. Установка Anaconda
2019-11-11 22:51,Дмитрий,Лабораторная работа №5 (часть 1)
2019-11-11 22:51,Дмитрий,Лабораторная работа №4. Регрессия
2019-11-20 15:19,Юлия,Лабораторная работа №4. Регрессия
2019-11-20 15:21,Кирилл,Тест 4. Регрессия
2019-11-20 15:22,Дмитрий,Лабораторная работа №4. Регрессия
2019-11-20 15:22,Кирилл,Лабораторная работа №4. Регрессия
2019-11-20 15:22,Степан,Лабораторная работа №5 (часть 2)
2019-11-20 15:22,Надежда,Лабораторная работа №4. Регрессия
2019-11-20 15:22,Екатерина,Лабораторная работа №4. Регрессия
2019-11-20 15:22,Степан,Лабораторная работа №4. Регрессия
2019-11-20 15:22,Максим,Лабораторная работа №4. Регрессия
2019-11-20 15:24,Светлана,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 15:24,Юлия,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 15:24,Юлия,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 15:24,Кирилл,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 15:24,Максим,Лабораторная работа №4. Регрессия
2019-11-20 15:24,Кирилл,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 15:25,Степан,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 15:29,Степан,Лабораторная работа №4. Регрессия
2019-11-20 15:29,Надежда,Лабораторная работа №4. Регрессия
2019-11-20 15:32,Надежда,Лабораторная работа №4. Регрессия
2019-11-20 15:32,Надежда,Лабораторная работа №4. Регрессия
2019-11-20 15:32,Надежда,Лабораторная работа №4. Регрессия
2019-11-20 15:32,Надежда,Лабораторная работа №4. Регрессия
2019-11-20 15:32,Надежда,Лабораторная работа №4. Регрессия
2019-11-20 15:36,Юлия,Лабораторная работа №4. Регрессия
2019-11-20 17:36,Светлана,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:37,Светлана,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:37,Светлана,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:37,Светлана,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:37,Светлана,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:37,Светлана,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:38,Светлана,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:38,Светлана,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:38,Светлана,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:38,Светлана,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:38,Светлана,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:38,Светлана,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:38,Светлана,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:38,Максим,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:38,Максим,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:38,Светлана,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:38,Светлана,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:38,Светлана,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:38,Юлия,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:39,Кирилл,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:39,Максим,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:39,Максим,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:39,Максим,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:39,Максим,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:39,Максим,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:39,Максим,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:39,Кирилл,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:40,Юлия,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:40,Юлия,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:40,Юлия,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:40,Юлия,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:40,Юлия,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:40,Юлия,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:42,Степан,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:42,Степан,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:42,Степан,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:42,Степан,Лабораторная работа №6. Разработка системы анализа данных
2019-11-20 17:42,Кирилл,Лабораторная работа №6. Разработка системы анализа данных
